Flag,Student Number,Assignment Name,Submission File Name,Answer File Name,Version,Volume Mark,Surface Area Mark,Center of Gravity Mark,Moment of Inertia Mark,Subjective Mark,Total Mark
Not Flagged,400013143,Lab Week 4,400013143_VB.stl,ANSWER_VB.stl,VB,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400013457,Lab Week 4,400013457_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400013536,Lab Week 4,400013536_VN.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400013618,Lab Week 4,400013618_VN.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400013655,Lab Week 4,400013655_VX.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400013672,Lab Week 4,400013672_VY.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400013985,Lab Week 4,400013985_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400014281,Lab Week 4,400014281_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Not Flagged,400014505,Lab Week 4,400014505_VB.stl,ANSWER_VB.stl,VB,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400014722,Lab Week 4,400014722_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400015116,Lab Week 4,400015116_VU.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400015522,Lab Week 4,400015522_VA.stl,ANSWER_VA.stl,VA,0/5,0/5,0/5,0/5,0/0,0/20
Flagged,400015600,Lab Week 4,400015600_VZ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400015604,Lab Week 4,400015604_VX.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400016369,Lab Week 4,400016369_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400016403,Lab Week 4,400016403_VQ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400016631,Lab Week 4,400016631_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400016854,Lab Week 4,400016854_VB.stl,ANSWER_VB.stl,VB,0/5,0/5,0/5,0/5,0/0,0/20
Flagged,400016866,Lab Week 4,400016866_VN.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Not Flagged,400017440,Lab Week 4,400017440_VB.stl,ANSWER_VB.stl,VB,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400017482,Lab Week 4,400017482_VF.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400017553,Lab Week 4,400017553_VY.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400017919,Lab Week 4,400017919_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400018013,Lab Week 4,400018013_VM.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400018243,Lab Week 4,400018243_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400018294,Lab Week 4,400018294_VQ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400019042,Lab Week 4,400019042_VP.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400019308,Lab Week 4,400019308_VD.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400019547,Lab Week 4,400019547_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400020046,Lab Week 4,400020046_VO.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Not Flagged,400020558,Lab Week 4,400020558_VC.stl,ANSWER_VC.stl,VC,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400020650,Lab Week 4,400020650_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400021054,Lab Week 4,400021054_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400021092,Lab Week 4,400021092_VM.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400021569,Lab Week 4,400021569_VI.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400021643,Lab Week 4,400021643_VR.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400021726,Lab Week 4,400021726_VC.stl,ANSWER_VC.stl,VC,0/5,1/5,0/5,0/5,0/0,1/20
Flagged,400021759,Lab Week 4,400021759_VB.stl,ANSWER_VB.stl,VB,0/5,1/5,0/5,0/5,0/0,1/20
Flagged,400021928,Lab Week 4,400021928_VQ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400022316,Lab Week 4,400022316_VQ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400022380,Lab Week 4,400022380_VV.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400022924,Lab Week 4,400022924_VX.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400022939,Lab Week 4,400022939_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400022963,Lab Week 4,400022963_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400023193,Lab Week 4,400023193_VK.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400023273,Lab Week 4,400023273_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400023718,Lab Week 4,400023718_VC.stl,ANSWER_VC.stl,VC,5/5,5/5,5/5,0/5,0/0,15/20
Flagged,400023775,Lab Week 4,400023775_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400023776,Lab Week 4,400023776_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Not Flagged,400024846,Lab Week 4,400024846_VB.stl,ANSWER_VB.stl,VB,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400025261,Lab Week 4,400025261_VB.stl,ANSWER_VB.stl,VB,0/5,1/5,0/5,0/5,0/0,1/20
Flagged,400025335,Lab Week 4,400025335_VC.stl,ANSWER_VC.stl,VC,0/5,0/5,0/5,0/5,0/0,0/20
Flagged,400025640,Lab Week 4,400025640_VR.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400025728,Lab Week 4,400025728_VB.stl,ANSWER_VB.stl,VB,0/5,1/5,0/5,0/5,0/0,1/20
Flagged,400025775,Lab Week 4,400025775_VN.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400025785,Lab Week 4,400025785_VL.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400026211,Lab Week 4,400026211_VB.stl,ANSWER_VB.stl,VB,0/5,1/5,0/5,0/5,0/0,1/20
Flagged,400026239,Lab Week 4,400026239_VP.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400026267,Lab Week 4,400026267_VI.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400026455,Lab Week 4,400026455_VP.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400027079,Lab Week 4,400027079_VH.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400027340,Lab Week 4,400027340_VN.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400027397,Lab Week 4,400027397_VU.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400027533,Lab Week 4,400027533_VK.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Not Flagged,400027594,Lab Week 4,400027594_VC.stl,ANSWER_VC.stl,VC,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400027710,Lab Week 4,400027710_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400027941,Lab Week 4,400027941_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400028061,Lab Week 4,400028061_VK.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400028850,Lab Week 4,400028850_VN.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400028861,Lab Week 4,400028861_VG.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400029500,Lab Week 4,400029500_VV.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400029570,Lab Week 4,400029570_VD.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Not Flagged,400030093,Lab Week 4,400030093_VB.stl,ANSWER_VB.stl,VB,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400030174,Lab Week 4,400030174_VD.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400030456,Lab Week 4,400030456_VP.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400030994,Lab Week 4,400030994_VX.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400031438,Lab Week 4,400031438_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400031763,Lab Week 4,400031763_VQ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400031820,Lab Week 4,400031820_VF.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400031884,Lab Week 4,400031884_VX.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400032036,Lab Week 4,400032036_VO.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400032054,Lab Week 4,400032054_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400032266,Lab Week 4,400032266_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400032411,Lab Week 4,400032411_VC.stl,ANSWER_VC.stl,VC,0/5,0/5,0/5,0/5,0/0,0/20
Flagged,400032552,Lab Week 4,400032552_VZ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400032637,Lab Week 4,400032637_VD.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400032838,Lab Week 4,400032838_VI.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400032893,Lab Week 4,400032893_VR.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400033126,Lab Week 4,400033126_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400033245,Lab Week 4,400033245_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400033250,Lab Week 4,400033250_VQ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400033305,Lab Week 4,400033305_VG.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400033471,Lab Week 4,400033471_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400033484,Lab Week 4,400033484_VN.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400034344,Lab Week 4,400034344_VV.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400034584,Lab Week 4,400034584_VL.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400034739,Lab Week 4,400034739_VZ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400034808,Lab Week 4,400034808_VG.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400034961,Lab Week 4,400034961_VX.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400035207,Lab Week 4,400035207_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400035405,Lab Week 4,400035405_VK.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400035499,Lab Week 4,400035499_VL.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400035986,Lab Week 4,400035986_VL.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400036364,Lab Week 4,400036364_VR.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400036404,Lab Week 4,400036404_VO.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400036920,Lab Week 4,400036920_VU.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400037400,Lab Week 4,400037400_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400037454,Lab Week 4,400037454_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400037607,Lab Week 4,400037607_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400037727,Lab Week 4,400037727_VL.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400039131,Lab Week 4,400039131_VI.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400039166,Lab Week 4,400039166_VM.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400039583,Lab Week 4,400039583_VV.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400039792,Lab Week 4,400039792_VH.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400039971,Lab Week 4,400039971_VH.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400040290,Lab Week 4,400040290_VL.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400040461,Lab Week 4,400040461_VF.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400040858,Lab Week 4,400040858_VO.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400041437,Lab Week 4,400041437_VP.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400041465,Lab Week 4,400041465_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400041763,Lab Week 4,400041763_VP.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400042042,Lab Week 4,400042042_VN.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400042667,Lab Week 4,400042667_VY.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400042842,Lab Week 4,400042842_VA.stl,ANSWER_VA.stl,VA,0/5,1/5,0/5,0/5,0/0,1/20
Flagged,400042973,Lab Week 4,400042973_VC.stl,ANSWER_VC.stl,VC,0/5,1/5,0/5,0/5,0/0,1/20
Flagged,400043270,Lab Week 4,400043270_VM.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400043455,Lab Week 4,400043455_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400043715,Lab Week 4,400043715_VR.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400043740,Lab Week 4,400043740_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400044017,Lab Week 4,400044017_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400044118,Lab Week 4,400044118_VD.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400044820,Lab Week 4,400044820_VL.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400044846,Lab Week 4,400044846_VD.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400045091,Lab Week 4,400045091_VG.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400045314,Lab Week 4,400045314_VP.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400045359,Lab Week 4,400045359_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400046090,Lab Week 4,400046090_VG.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400046161,Lab Week 4,400046161_VN.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400047160,Lab Week 4,400047160_VG.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400047417,Lab Week 4,400047417_VU.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400047441,Lab Week 4,400047441_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400047541,Lab Week 4,400047541_VG.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400047548,Lab Week 4,400047548_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400047613,Lab Week 4,400047613_VU.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400047921,Lab Week 4,400047921_VL.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400048052,Lab Week 4,400048052_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400048610,Lab Week 4,400048610_VN.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400048685,Lab Week 4,400048685_VP.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400048725,Lab Week 4,400048725_VX.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400048737,Lab Week 4,400048737_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400049204,Lab Week 4,400049204_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400049226,Lab Week 4,400049226_VI.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400049740,Lab Week 4,400049740_VL.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400049922,Lab Week 4,400049922_VG.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400050163,Lab Week 4,400050163_VA.stl,ANSWER_VA.stl,VA,0/5,0/5,0/5,0/5,0/0,0/20
Flagged,400050322,Lab Week 4,400050322_VF.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400050456,Lab Week 4,400050456_VI.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400050893,Lab Week 4,400050893_VO.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400051072,Lab Week 4,400051072_VU.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400051996,Lab Week 4,400051996_VC.stl,ANSWER_VC.stl,VC,0/5,1/5,0/5,0/5,0/0,1/20
Flagged,400052411,Lab Week 4,400052411_VO.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400052481,Lab Week 4,400052481_VP.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400052651,Lab Week 4,400052651_VM.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400052861,Lab Week 4,400052861_VK.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400053088,Lab Week 4,400053088_VV.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400053664,Lab Week 4,400053664_VG.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400053809,Lab Week 4,400053809_VR.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400053947,Lab Week 4,400053947_VL.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400054105,Lab Week 4,400054105_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400054161,Lab Week 4,400054161_VH.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400054303,Lab Week 4,400054303_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400054318,Lab Week 4,400054318_VU.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400054776,Lab Week 4,400054776_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400054966,Lab Week 4,400054966_VC.stl,ANSWER_VC.stl,VC,0/5,0/5,0/5,0/5,0/0,0/20
Flagged,400055004,Lab Week 4,400055004_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400055432,Lab Week 4,400055432_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400055490,Lab Week 4,400055490_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400055667,Lab Week 4,400055667_VI.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400055963,Lab Week 4,400055963_VD.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400056148,Lab Week 4,400056148_VX.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400056259,Lab Week 4,400056259_VY.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400057004,Lab Week 4,400057004_VD.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400057180,Lab Week 4,400057180_VG.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400057521,Lab Week 4,400057521_VF.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400057683,Lab Week 4,400057683_VU.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400057856,Lab Week 4,400057856_VK.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400058059,Lab Week 4,400058059_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400058418,Lab Week 4,400058418_VO.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400058934,Lab Week 4,400058934_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400059078,Lab Week 4,400059078_VK.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400059085,Lab Week 4,400059085_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400059388,Lab Week 4,400059388_VX.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400059682,Lab Week 4,400059682_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400060015,Lab Week 4,400060015_VX.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400060179,Lab Week 4,400060179_VI.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400060342,Lab Week 4,400060342_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400060342,Lab Week 4,400060342_VX.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400060435,Lab Week 4,400060435_VK.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400060635,Lab Week 4,400060635_VL.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400060767,Lab Week 4,400060767_VK.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400061106,Lab Week 4,400061106_VZ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400061322,Lab Week 4,400061322_VG.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400061442,Lab Week 4,400061442_VF.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400062025,Lab Week 4,400062025_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400062216,Lab Week 4,400062216_VV.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400062548,Lab Week 4,400062548_VU.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400062892,Lab Week 4,400062892_VY.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400062975,Lab Week 4,400062975_VX.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400063056,Lab Week 4,400063056_VO.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400063479,Lab Week 4,400063479_VM.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400063849,Lab Week 4,400063849_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400063860,Lab Week 4,400063860_VR.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400064984,Lab Week 4,400064984_VQ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400065758,Lab Week 4,400065758_VK.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400065807,Lab Week 4,400065807_VF.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400066300,Lab Week 4,400066300_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400066847,Lab Week 4,400066847_VG.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400067208,Lab Week 4,400067208_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400067640,Lab Week 4,400067640_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
