Flag,Student Number,Assignment Name,Submission File Name,Answer File Name,Version,Volume Mark,Surface Area Mark,Center of Gravity Mark,Moment of Inertia Mark,Subjective Mark,Total Mark
Flagged,400030174,Lab Week 5,400030174_VD.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400030456,Lab Week 5,400030456_VP.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400030994,Lab Week 5,400030994_VX.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400031438,Lab Week 5,400031438_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400031763,Lab Week 5,400031763_VQ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400031820,Lab Week 5,400031820_VF.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400031884,Lab Week 5,400031884_VX.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400032036,Lab Week 5,400032036_VO.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400032054,Lab Week 5,400032054_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400032266,Lab Week 5,400032266_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400032411,Lab Week 5,400032411_VC.stl,ANSWER_VC.stl,VC,0/5,0/5,0/5,0/5,0/0,0/20
Flagged,400032552,Lab Week 5,400032552_VZ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400032637,Lab Week 5,400032637_VD.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400032838,Lab Week 5,400032838_VI.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400032893,Lab Week 5,400032893_VR.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400033126,Lab Week 5,400033126_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400033245,Lab Week 5,400033245_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400033250,Lab Week 5,400033250_VQ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400033305,Lab Week 5,400033305_VG.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400033471,Lab Week 5,400033471_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400033484,Lab Week 5,400033484_VN.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400034344,Lab Week 5,400034344_VV.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400034584,Lab Week 5,400034584_VL.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400034739,Lab Week 5,400034739_VZ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400034808,Lab Week 5,400034808_VG.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400034961,Lab Week 5,400034961_VX.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400035207,Lab Week 5,400035207_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400035405,Lab Week 5,400035405_VK.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400035499,Lab Week 5,400035499_VL.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400035986,Lab Week 5,400035986_VL.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400036364,Lab Week 5,400036364_VR.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400036404,Lab Week 5,400036404_VO.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400036920,Lab Week 5,400036920_VU.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400037400,Lab Week 5,400037400_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400037454,Lab Week 5,400037454_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400037607,Lab Week 5,400037607_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400037727,Lab Week 5,400037727_VL.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400039131,Lab Week 5,400039131_VI.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400039166,Lab Week 5,400039166_VM.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400039583,Lab Week 5,400039583_VV.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400039792,Lab Week 5,400039792_VH.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400039971,Lab Week 5,400039971_VH.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400040290,Lab Week 5,400040290_VL.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400040461,Lab Week 5,400040461_VF.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400040858,Lab Week 5,400040858_VO.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400041437,Lab Week 5,400041437_VP.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400041465,Lab Week 5,400041465_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400041763,Lab Week 5,400041763_VP.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400042042,Lab Week 5,400042042_VN.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400042667,Lab Week 5,400042667_VY.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400042842,Lab Week 5,400042842_VA.stl,ANSWER_VA.stl,VA,0/5,1/5,0/5,0/5,0/0,1/20
Flagged,400042973,Lab Week 5,400042973_VC.stl,ANSWER_VC.stl,VC,0/5,1/5,0/5,0/5,0/0,1/20
Flagged,400043270,Lab Week 5,400043270_VM.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400043455,Lab Week 5,400043455_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400043715,Lab Week 5,400043715_VR.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400043740,Lab Week 5,400043740_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400044017,Lab Week 5,400044017_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400044118,Lab Week 5,400044118_VD.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400044820,Lab Week 5,400044820_VL.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400044846,Lab Week 5,400044846_VD.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400045091,Lab Week 5,400045091_VG.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400045314,Lab Week 5,400045314_VP.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400045359,Lab Week 5,400045359_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400046090,Lab Week 5,400046090_VG.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400046161,Lab Week 5,400046161_VN.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400047160,Lab Week 5,400047160_VG.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400047417,Lab Week 5,400047417_VU.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400047441,Lab Week 5,400047441_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400047541,Lab Week 5,400047541_VG.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400047548,Lab Week 5,400047548_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400047613,Lab Week 5,400047613_VU.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400047921,Lab Week 5,400047921_VL.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400048052,Lab Week 5,400048052_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400048610,Lab Week 5,400048610_VN.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400048685,Lab Week 5,400048685_VP.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400048725,Lab Week 5,400048725_VX.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400048737,Lab Week 5,400048737_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400049204,Lab Week 5,400049204_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400049226,Lab Week 5,400049226_VI.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400049740,Lab Week 5,400049740_VL.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400049922,Lab Week 5,400049922_VG.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400050163,Lab Week 5,400050163_VA.stl,ANSWER_VA.stl,VA,0/5,0/5,0/5,0/5,0/0,0/20
Flagged,400050322,Lab Week 5,400050322_VF.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400050456,Lab Week 5,400050456_VI.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400050893,Lab Week 5,400050893_VO.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400051072,Lab Week 5,400051072_VU.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400051996,Lab Week 5,400051996_VC.stl,ANSWER_VC.stl,VC,0/5,1/5,0/5,0/5,0/0,1/20
Flagged,400052411,Lab Week 5,400052411_VO.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400052481,Lab Week 5,400052481_VP.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400052651,Lab Week 5,400052651_VM.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400052861,Lab Week 5,400052861_VK.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400053088,Lab Week 5,400053088_VV.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400053664,Lab Week 5,400053664_VG.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400053809,Lab Week 5,400053809_VR.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400053947,Lab Week 5,400053947_VL.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400054105,Lab Week 5,400054105_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400054161,Lab Week 5,400054161_VH.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400054303,Lab Week 5,400054303_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400054318,Lab Week 5,400054318_VU.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400054776,Lab Week 5,400054776_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400054966,Lab Week 5,400054966_VC.stl,ANSWER_VC.stl,VC,0/5,0/5,0/5,0/5,0/0,0/20
Flagged,400055004,Lab Week 5,400055004_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400055432,Lab Week 5,400055432_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400055490,Lab Week 5,400055490_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400055667,Lab Week 5,400055667_VI.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400055963,Lab Week 5,400055963_VD.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400056148,Lab Week 5,400056148_VX.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400056259,Lab Week 5,400056259_VY.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400057004,Lab Week 5,400057004_VD.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400057180,Lab Week 5,400057180_VG.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400057521,Lab Week 5,400057521_VF.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400057683,Lab Week 5,400057683_VU.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400057856,Lab Week 5,400057856_VK.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400058059,Lab Week 5,400058059_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400058418,Lab Week 5,400058418_VO.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400058934,Lab Week 5,400058934_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400059078,Lab Week 5,400059078_VK.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400059085,Lab Week 5,400059085_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400059388,Lab Week 5,400059388_VX.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400059682,Lab Week 5,400059682_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400060015,Lab Week 5,400060015_VX.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400060179,Lab Week 5,400060179_VI.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400060342,Lab Week 5,400060342_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400060342,Lab Week 5,400060342_VX.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400060435,Lab Week 5,400060435_VK.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400060635,Lab Week 5,400060635_VL.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400060767,Lab Week 5,400060767_VK.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400061106,Lab Week 5,400061106_VZ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400061322,Lab Week 5,400061322_VG.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400061442,Lab Week 5,400061442_VF.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400062025,Lab Week 5,400062025_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400062216,Lab Week 5,400062216_VV.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400062548,Lab Week 5,400062548_VU.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400062892,Lab Week 5,400062892_VY.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400062975,Lab Week 5,400062975_VX.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400063056,Lab Week 5,400063056_VO.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400063479,Lab Week 5,400063479_VM.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400063849,Lab Week 5,400063849_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400063860,Lab Week 5,400063860_VR.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400064984,Lab Week 5,400064984_VQ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400065758,Lab Week 5,400065758_VK.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400065807,Lab Week 5,400065807_VF.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400066300,Lab Week 5,400066300_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400066847,Lab Week 5,400066847_VG.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400067208,Lab Week 5,400067208_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400067640,Lab Week 5,400067640_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400068005,Lab Week 5,400068005_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400068047,Lab Week 5,400068047_VK.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400068231,Lab Week 5,400068231_VC.stl,ANSWER_VC.stl,VC,0/5,1/5,0/5,0/5,0/0,1/20
Flagged,400068241,Lab Week 5,400068241_VD.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400068540,Lab Week 5,400068540_VA.stl,ANSWER_VA.stl,VA,0/5,1/5,0/5,0/5,0/0,1/20
Not Flagged,400069152,Lab Week 5,400069152_VA.stl,ANSWER_VA.stl,VA,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400069194,Lab Week 5,400069194_VF.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400069338,Lab Week 5,400069338_VO.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400069502,Lab Week 5,400069502_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400069592,Lab Week 5,400069592_VI.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400069623,Lab Week 5,400069623_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400070110,Lab Week 5,400070110_VH.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400070401,Lab Week 5,400070401_VZ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Not Flagged,400070515,Lab Week 5,400070515_VA.stl,ANSWER_VA.stl,VA,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400070592,Lab Week 5,400070592_VR.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400070729,Lab Week 5,400070729_VR.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400070777,Lab Week 5,400070777_VF.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400071024,Lab Week 5,400071024_VU.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400071290,Lab Week 5,400071290_VM.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400071563,Lab Week 5,400071563_VF.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Not Flagged,400071587,Lab Week 5,400071587_VA.stl,ANSWER_VA.stl,VA,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400071732,Lab Week 5,400071732_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400072022,Lab Week 5,400072022_VO.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400072182,Lab Week 5,400072182_VA.stl,ANSWER_VA.stl,VA,0/5,1/5,0/5,0/5,0/0,1/20
Flagged,400072361,Lab Week 5,400072361_VB.stl,ANSWER_VB.stl,VB,0/5,1/5,0/5,0/5,0/0,1/20
Flagged,400072509,Lab Week 5,400072509_VM.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400072933,Lab Week 5,400072933_VZ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400073044,Lab Week 5,400073044_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400073542,Lab Week 5,400073542_VG.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400073712,Lab Week 5,400073712_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Not Flagged,400073966,Lab Week 5,400073966_VB.stl,ANSWER_VB.stl,VB,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400074347,Lab Week 5,400074347_VB.stl,ANSWER_VB.stl,VB,5/5,5/5,5/5,0/5,0/0,15/20
Flagged,400074360,Lab Week 5,400074360_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400074791,Lab Week 5,400074791_VF.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400075231,Lab Week 5,400075231_VA.stl,ANSWER_VA.stl,VA,5/5,5/5,5/5,0/5,0/0,15/20
Flagged,400075386,Lab Week 5,400075386_VM.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400075474,Lab Week 5,400075474_VI.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400075626,Lab Week 5,400075626_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400075874,Lab Week 5,400075874_VP.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Not Flagged,400076074,Lab Week 5,400076074_VA.stl,ANSWER_VA.stl,VA,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400076182,Lab Week 5,400076182_VV.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400076796,Lab Week 5,400076796_VI.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400076928,Lab Week 5,400076928_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400076957,Lab Week 5,400076957_VS.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400077493,Lab Week 5,400077493_VU.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400077933,Lab Week 5,400077933_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400078424,Lab Week 5,400078424_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400078605,Lab Week 5,400078605_VM.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400078663,Lab Week 5,400078663_VF.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400078672,Lab Week 5,400078672_VR.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400078750,Lab Week 5,400078750_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400079171,Lab Week 5,400079171_VU.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400079284,Lab Week 5,400079284_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400079523,Lab Week 5,400079523_VF.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400079696,Lab Week 5,400079696_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400079802,Lab Week 5,400079802_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400079956,Lab Week 5,400079956_VL.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400080019,Lab Week 5,400080019_VL.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400080582,Lab Week 5,400080582_VW.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400080694,Lab Week 5,400080694_VD.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400080701,Lab Week 5,400080701_VT.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400081385,Lab Week 5,400081385_VJ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400081469,Lab Week 5,400081469_VI.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400081946,Lab Week 5,400081946_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Not Flagged,400081979,Lab Week 5,400081979_VB.stl,ANSWER_VB.stl,VB,5/5,5/5,5/5,5/5,0/0,20/20
Flagged,400082178,Lab Week 5,400082178_VI.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400082219,Lab Week 5,400082219_VO.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400082347,Lab Week 5,400082347_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400082417,Lab Week 5,400082417_VU.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400082798,Lab Week 5,400082798_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400082943,Lab Week 5,400082943_VQ.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400083469,Lab Week 5,400083469_VE.stl,No_Answer.stl,NV,0/0,0/0,0/0,0/0,0/0,0/0
Flagged,400084231,Lab Week 5,400084231_VC.stl,ANSWER_VC.stl,VC,0/5,1/5,0/5,0/5,0/0,1/20
